var1;var2;var3;var4;var5
2;0.002564300226638283;3.487850217515536;26.88;12800.0
3;-0.0018142716768638938;3.4232180254467224;11.29;67200.0
2;0.000587103842296996;3.791851991988987;66.38;115200.0
4;-0.000138125637261935;4.007035286360226;25.84;6400.0
3;-0.0053726630408985395;3.8408245863398864;21.11;146800.0
1;-1.1215722222169817;4.5251169007225185;24.85;113600.0
2;-0.002020131653551961;3.6731701023927332;39.05;9600.0
2;-0.02230938900434316;3.7082225399429327;35.28;51200.0
1;0.8758189487581234;4.1675069000185765;101.58;43200.0
1;-0.008420226477709321;4.0369213249774525;39.23;105600.0
2;-0.03442260160950768;3.6491021785958773;25.02;10816.0
2;-0.00341957992356256;3.432781293377646;77.38;20800.0
1;2.2307123647481863;3.72087206734369;7.14;7680.0
1;0.01219644435411223;3.6726896148706265;7.04;6400.0
4;-0.003605361537292598;3.6473689998624823;6.21;10000.0
2;-3.5049374646523392;3.585462542553455;106.4;48000.0
4;4.7051632830157795;3.666933043069158;33.47;3840.0
3;0.0020520221174314553;3.4168162049212603;12.97;7200.0
3;-0.00444001346774368;3.7151514089528312;14.48;2880.0
2;-0.05984088263832357;3.6776264131959433;15.64;340800.0
2;0.014435934138543249;3.640473041921667;9.18;19200.0
2;0.004635083768161381;3.536036933706021;3.84;24000.0
2;27.470802606809233;3.976856867838873;69.18;32000.0
2;0.8523294344267022;3.5051456763958106;4.23;8800.0
2;0.000759849253143591;3.7109350018542826;49.73;17600.0
2;-0.004359860364715069;3.878004470268025;31.47;2616000.0
2;0.008017618486834159;3.5666310489560447;6.25;28800.0
4;-0.000360289453136442;3.603990114209031;65.25;56320.0
3;-0.0009699904519996009;3.3294640906609754;7.97;19680.0
2;-0.006482088079728234;3.6469030833909577;9.96;12800.0
1;-0.000694362397759949;3.5951295092597437;13.13;40000.0
1;-0.01974202741153903;3.58871921469521;9.26;432000.0
3;0.000680454665536894;3.879180778380998;46.55;8000.0
3;-0.00176836331065027;3.702941691849664;16.25;44800.0
2;0.000879266871338268;3.5789954310676144;15.31;29760.0
1;0.001651485886233805;3.581513325078082;9.27;12800.0
1;-5.6746072161369e-05;3.9545461094113117;75.17;268800.0
1;-0.003259222969976643;3.6278296021584926;22.18;35200.0
2;-0.001809554408329072;3.3701998517551908;20.67;16000.0
5;0.0014339994968423089;3.5184187283181276;23.76;6240.0
2;0.000718701239443363;3.722816666837682;61.88;32000.0
2;-0.0044860615828470314;4.836388161111007;74.37;297600.0
3;-0.000906305331311736;4.166243553454294;28.65;40000.0
1;-2.19853968512062;3.780800187344517;11.36;22880.0
2;-0.000687311225180123;3.709752428227959;10.82;16000.0
2;0.001577259285664408;3.96681810208426;73.18;80000.0
3;0.001398438844129343;3.720392975408522;25.73;15200.0
2;0.0;2.949848191054632;32.3;6400.0
1;-0.010029319771518077;3.752242831336259;26.04;20800.0
2;0.15467456103978353;3.6974978592493155;37.15;26400.0
2;-0.000278193373552807;3.6066487783489376;144.1;11200.0
5;-0.003058993366528258;3.6299228183870142;8.15;18480.0
2;-0.03332849607631613;3.6632683987895214;24.27;16000.0
4;0.001091701744454168;3.9606850432341787;75.35;144000.0
3;0.001393267973509203;3.595617707523185;3.22;14400.0
1;6.2422312623661e-05;4.05334192830532;70.12;211200.0
1;-0.006367920938399739;3.196887759358339;3.06;22400.0
3;-0.0025002965070009308;3.8127507430785377;61.24;16000.0
2;0.00044480457017671805;3.16095412165087;16.58;190400.0
1;0.000623086023399764;4.346541932286774;61.1;160000.0
1;2.25826375982852;3.5447115668420826;5.71;36000.0
1;-4.27697613353612;3.7471173877447583;71.59;19200.0
1;-0.001190700712068074;3.0757344614311064;1.14;7200.0
2;0.0015621435523414328;3.7156227097514303;4.9;33600.0
1;-0.040529727705943805;3.651411511823492;42.76;16800.0
2;1.7576912263293982;3.4126517470643107;44.45;18560.0
3;0.0006084803005477389;3.6545607091402674;8.94;6400.0
2;-0.010304308865465777;3.6507352944738334;4.63;26400.0
1;0.015770586876080198;3.921273456269136;73.87;150400.0
1;-0.004172422630977128;3.713781802777221;35.29;22400.0
2;0.005236848865354432;3.6785824140122223;43.15;16000.0
1;8.259110981778964;3.6008885869783676;92.4;16000.0
3;0.016593727227400296;3.599021750273422;14.92;16000.0
2;-0.17858830419357893;3.727717347152247;33.34;56000.0
2;0.003843457759583891;3.7567423655690835;52.53;19200.0
2;-0.000144440630638277;3.6851458992936914;5.15;9600.0
4;0.0671618023639208;3.5274141345250296;69.55;16000.0
2;-0.00419000799893602;3.2499302558472127;23.87;96000.0
1;-0.005553074719345893;3.9318961299982806;54.51;240000.0
3;0.004860033800093393;4.032253459899512;13.09;38400.0
1;0.0;3.603887472585687;17.07;11200.0
2;-0.007416874570511459;3.89261381128697;17.34;5760.0
2;-0.02821503747682581;3.940757864674562;39.45;120000.0
1;-0.03604436297698241;3.6350950701930715;77.56;112000.0
3;0.000563745664262841;3.628909419641414;23.05;9600.0
2;0.006093353669031329;3.5448433624396305;2.12;30400.0
2;0.0;3.6444411660512603;6.51;4480.0
2;-0.000392576872636054;3.389927152005879;45.27;14400.0
2;-0.00017049801620463702;3.7897829347604852;39.69;49600.0
2;-0.00037097054024095503;3.619857200928629;6.84;20160.0
1;0.00355217761617784;4.6180932243662705;60.45;480000.0
2;-0.001165959994646233;3.694554987585991;12.99;9600.0
1;-7.26663135299e-05;4.509020749184525;46.31;2400000.0
1;0.057461068177651106;3.588958495460241;7.0;31200.0
2;-0.014477683552876706;4.771097531579763;73.15;744000.0
2;0.003817970950636216;4.004431818783611;41.26;96000.0
3;0.00046216459950280703;3.8246299019630876;14.7;17600.0
1;-0.002687410077454685;3.834872005378092;25.65;16000.0
2;0.041751198469634376;3.320475510473865;33.41;12800.0
2;-2.0725863126996002e-05;3.507486094847456;92.73;185600.0
2;-0.0907425485624612;3.651205791565352;39.27;48000.0
2;0.0;3.803202449317432;20.66;28800.0
2;-0.06382780127511117;3.586363285977677;20.23;9600.0
2;-0.0020035944840006282;3.6770343607698117;25.84;60000.0
2;-8.003175760181e-06;3.765658251826047;32.2;14400.0
2;0.00014005580587272398;3.685371609200758;53.09;3840.0
3;-0.000316531477592212;3.778427862429209;22.65;11200.0
1;0.4930521456473377;4.023988971976972;17.05;121600.0
3;-7.2071864094423e-05;3.2863441809789027;47.95;12800.0
1;0.000503620606627281;3.4884637503041507;48.99;120000.0
2;-0.000333726583778098;3.707779182961534;20.25;28800.0
2;0.01331020424291839;3.607531627811558;3.9;43200.0
2;8.7510033040916e-05;3.5601531428997166;18.37;128000.0
2;0.00016496300403642399;3.6181591829340687;27.73;3488.0
2;-0.001985934670432613;3.870929944451761;19.97;18400.0
2;0.000948981766365364;3.818090462710897;47.95;55040.0
2;0.6399271647640159;3.8343792629713356;27.49;39840.0
1;-0.000516432564378416;3.2190311991278575;21.82;32000.0
1;0.0019468462917283699;4.52420703565056;81.21;198400.0
3;-8.787490560223532;3.689654258949207;18.91;8000.0
2;0.001396579018739359;3.611076992777168;48.34;19200.0
2;-0.004818511436106953;3.5724855165306306;49.43;8000.0
2;0.009506250415708083;3.920876395933545;53.06;19200.0
2;0.0069350240719725596;3.5833887309033754;35.45;88080.0
2;0.00042244733023925;3.3394514413064407;8.1;64000.0
3;-0.0006492620741262719;3.630889265392636;10.09;38400.0
1;-0.004499141969477676;3.921275511072952;62.02;20000.0
2;-0.00027421957517051996;3.6446567234541605;3.28;32000.0
2;0.002554088924674527;3.8512964378160617;34.69;43200.0
1;0.004852540834973434;3.8162407819875597;25.43;14400.0
2;0.21801153403288012;3.589451570484811;21.74;6400.0
2;0.10131698287154595;4.935970986970604;130.77;130960.0
3;0.004507929556224345;3.484656384686111;2.03;9600.0
2;5.1318418972972e-05;3.755688573748118;14.39;60000.0
2;0.0005099468966496519;3.74059280767738;14.73;32000.0
3;5.457957056176342;2.932013256805103;23.74;944.0
2;0.007730122774235383;3.9825569495771598;50.58;30400.0
3;0.000262167273253939;3.689532308005001;46.15;14400.0
4;0.005437465351008763;3.777406123539169;24.52;70400.0
2;-0.000518720251578752;3.7519018592044113;14.44;17600.0
2;-0.0005300481926846521;3.665867613441186;11.81;16000.0
1;-0.009085841703788629;3.6071206765364923;36.99;48000.0
2;-0.003328890658752385;3.834386570236862;32.05;71200.0
3;-0.00043667557734900804;3.389072227804459;1.71;24000.0
2;-0.004549782193973167;3.636899312405206;8.76;16000.0
2;-88.08149237939419;3.285330349643463;11.35;100800.0
2;0.001208654199496897;4.097183566289989;32.59;75200.0
3;-0.00041991341410620403;3.7437317881681307;72.66;23200.0
2;-4.6453258213283e-05;3.522915228301433;10.92;1600.0
1;164.85657627870006;4.2172265068072186;49.22;256000.0
3;0.000760202494939263;4.189155264677792;39.42;624000.0
2;0.023920423574864923;3.3219210406859774;25.96;2560.0
2;-0.019103154116840094;3.5421946844056253;32.84;11200.0
1;1.9960690202707507;3.6570201386354224;4.36;35200.0
1;-0.001427131645299865;3.490249629659076;36.05;19200.0
2;-0.000341659248202961;3.6855073113363823;56.95;16000.0
1;0.10351656116570185;3.7998681687272806;8.86;11200.0
2;0.20158689554820758;3.6133710451728125;63.97;13600.0
2;77.0599230063026;3.53333835275615;60.39;32000.0
3;0.9214321248725093;3.676407843938789;9.72;4800.0
2;4.349103990192705;3.665362065121181;8.68;4480.0
2;-0.000352055711913363;3.738818427992311;21.05;10400.0
2;0.00038456747651721896;3.68691593411964;43.44;19200.0
2;-0.000776794335804615;3.484409863734871;24.5;16000.0
3;0.000480449103860178;3.5229801448084905;57.91;80000.0
1;0.00020389366100759102;3.7208969341683376;56.34;278400.0
1;-1.107991943359375;3.713485880804075;9.89;7200.0
2;-0.004214270670860455;4.3911724292335785;37.79;65600.0
1;-60.90793759231165;4.437380475156434;148.13;156800.0
2;0.000651109506408539;4.538924264981872;44.05;224000.0
1;0.002306888021196339;3.651434009831228;8.62;15200.0
2;-0.0006861995554574141;3.7381617899584256;50.75;139200.0
1;1.8339399171665942;3.9618963765333146;33.96;56000.0
1;-1.3713842273170001e-05;4.02457225937747;21.1;35200.0
3;0.8976943969214917;3.5914198760733744;27.66;3600.0
2;0.00043374627367397404;3.638861104878469;5.74;9600.0
2;0.002221414246324107;3.4859891074347003;2.75;6400.0
2;0.007033592993650989;3.812713932982804;15.36;9600.0
1;14.57267259683271;3.2241236962869326;38.01;16800.0
2;8.901132883967201e-05;3.7541936390887303;21.12;14400.0
2;0.009220904509596983;3.7161671546150417;22.95;10240.0
3;-0.002632994413632787;3.560666005104506;28.44;16000.0
2;-0.000983189754788452;3.6078029161516727;12.19;111200.0
2;-0.000121660512285979;3.5683917751477963;27.17;16000.0
2;0.00037306795604230103;3.6271188731813977;19.24;22400.0
2;0.0;3.5737089427321314;2.1;9600.0
2;-4.890821466861263;3.5916257988543374;10.01;12800.0
1;0.000495142405393953;3.7044010723452114;19.66;16000.0
2;-0.007618742816625407;3.47670204381411;37.82;8000.0
1;-0.005246981225891218;4.218298809463766;58.54;188800.0
2;0.01861978454945997;3.709449979553818;21.99;72000.0
1;0.000615852591939634;4.46547198406331;82.04;730080.0
2;0.0018759594876123769;3.5714246400695857;33.18;14400.0
1;-0.01472257811672071;3.977348808070493;92.22;48000.0
2;-0.1403359290302044;3.659979719975849;30.7;18400.0
3;0.006441084342431498;3.642494963243792;4.77;17600.0
2;-10.172170173523112;3.7149928142837076;107.81;14400.0
2;0.00046506123900161804;3.7099761562716025;56.23;48000.0
3;-1.9193047773873615;3.703922103445329;8.66;31200.0
1;-4.588794943631235;3.550878560125729;24.34;16000.0
2;-0.005322652096955789;3.802880979368905;14.62;208800.0
1;-0.013656352174849546;4.10179395118895;4.78;92000.0
2;0.00010171008016719;3.6920099687880765;47.71;16880.0
2;-0.000618326672611464;3.759782002861672;67.56;36000.0
2;-0.00016571924822720698;3.6107463160403563;17.3;32000.0
2;0.005948566634310918;3.5560306429421287;20.93;33600.0
1;3.205487907457692;3.773807888236889;7.12;16000.0
3;-0.000281055714062113;3.657149536668312;31.78;72480.0
2;13.609775816732466;3.8411047430082976;41.96;16000.0
2;0.020298535048623445;3.5731714839583084;48.72;32000.0
2;0.013998350895529277;4.210123129178631;65.05;741600.0
3;0.000386730000233678;2.488372071512335;37.59;10400.0
2;-0.008641780732128061;3.7959494989028033;35.64;60000.0
2;5.630101910749e-05;3.6120138182202948;6.62;20800.0
2;-0.003796124383757174;3.7338751999714264;9.89;15200.0
2;43.41876254480823;3.7174639886427845;7.96;44000.0
3;0.04248156827309324;3.38839854329012;52.43;9280.0
2;-0.014180548859256004;4.211139573011561;81.19;162400.0
2;-0.0034356162146951304;3.373692168158217;7.01;3600.0
2;-0.00022656520967455698;3.596798982350383;2.49;8000.0
2;-0.014032076110468899;3.6798674205974296;39.49;16000.0
2;-0.0010804119195160999;3.801644260372771;5.57;64000.0
0;0.0;4.407953465717529;61.66;2371200.0
3;0.001444664888379176;3.7191893961596763;51.65;15680.0
2;0.00126359350610493;3.6280328928610452;5.6;2400.0
1;-0.009971189466722617;4.158837609856831;57.38;93600.0
2;-0.000783323493279884;3.631711743797094;8.45;19200.0
4;-0.001746929894015443;2.6881646330458597;4.64;19200.0
2;0.000820868710737156;3.7737902648617374;24.0;16000.0
3;-38.8118353060853;3.6414093788132407;56.64;8000.0
2;-0.003029793343710147;3.5760221336621916;23.73;9600.0
2;0.0019246694463766832;3.89602507184994;6.5;32000.0
2;0.02470323058617886;3.605517472991378;16.57;6000.0
2;0.0;3.8636695960269964;32.07;36800.0
5;0.00029270543597524097;3.98382925443731;32.93;5280.0
2;-0.11850344127476241;3.675973616171543;15.3;14400.0
1;0.03191571826108067;3.6814279259643756;36.11;158400.0
2;0.056866998896162896;3.6560729618698025;14.8;8320.0
3;-0.05308358272322459;3.665356799156439;3.0;2080.0
2;0.005076506665762581;3.6560966572177813;5.81;7200.0
3;0.000318054618123687;3.6798015580265897;9.1;10400.0
2;-0.0016146290942425409;3.7224388028881843;26.49;20800.0
2;0.017439098196607546;3.554193272539586;13.53;41840.0
2;-0.010590911773982494;3.736599086997816;14.93;89600.0
2;0.00185897816050895;3.555060167492663;12.36;7040.0
2;0.03586882318563525;3.7442861118844504;21.44;48000.0
3;0.021435257996147265;3.5951072480458492;18.36;2880.0
2;-0.002269695723010594;3.598883234337919;35.8;24000.0
3;-0.000195282539716002;3.7584130884657645;22.02;4000.0
3;-0.000497722885408957;3.653852382269682;11.56;8000.0
2;0.00010261309543328;3.6904847217718473;27.79;12800.0
2;0.010854701277461552;3.5142015683531183;31.5;6400.0
2;0.0013470206171884039;3.872168550107689;40.2;11200.0
1;-0.6207395347189429;4.422056798321027;56.14;2632000.0
1;-0.0015063387895386479;3.6463543270181487;5.2;11200.0
1;0.008286798621444049;3.7829779795302167;30.04;44800.0
2;0.000288081624919862;4.277873044530873;79.44;89600.0
2;-7.817320617429801e-05;3.5350750877801476;3.08;11200.0
2;-2.0004374688152495;4.144531363222901;50.4;8960.0
1;-11.460001247590617;3.840727175773758;50.65;272000.0
4;-0.0040515656543305975;4.30400953393632;50.19;24000.0
2;0.008443982534248752;2.762976404687794;30.26;48000.0
2;0.004473841462026304;3.854946759717652;17.18;60000.0
2;-0.038837180872834;3.5914530111833516;37.25;17600.0
2;-0.000381771586943657;3.5289953574157935;4.91;8000.0
1;-0.004387721907311805;3.8250839750276437;9.85;99200.0
2;9.6575766164972e-05;3.688358510649109;20.24;16000.0
2;0.000943205095544719;3.8738340109776543;64.32;12800.0
2;0.04041487804906974;3.6987176033670157;37.69;60000.0
2;-2.0837602862104583;3.3224260524059526;4.81;27200.0
3;-9.03310699438332;3.966710641674762;61.95;16000.0
2;-0.002060941645391807;3.7408389222828595;19.07;19200.0
2;0.000211129375550265;3.59715180041786;47.4;12800.0
2;-0.012390594148555178;3.610594275494248;32.92;17600.0
2;0.000251109285877989;3.745308322966421;24.0;10400.0
2;62.544974512064066;3.681331705969166;8.87;28800.0
1;-0.001372410679712825;4.667536010820176;56.69;2040000.0
1;-0.0053759959405623;3.837147711756675;62.86;96000.0
